entry_time,exit_time,direction,setup_type,entry_price,exit_price,pnl,exit_reason,risk_distance,planned_sl,planned_tp,R,signal_bar_time,range_high,range_low,sweep_bar_idx,compression_atr,partial_tp_hit,partial_exit_time,partial_exit_price,best_price,entry_type
2021-08-22 22:10:00+00:00,2021-08-23 13:35:00+00:00,LONG,VCLSMB,15118.419,15170.432928571428,2.0,TP,26.006964285714275,15092.412035714286,15170.432928571428,2.0,2021-08-22 22:05:00+00:00,15093.109,15093.109,67368,2.3232142857142595,False,,,15118.419,first
2021-08-26 00:10:00+00:00,2021-08-26 02:05:00+00:00,SHORT,VCLSMB,15359.097,15335.480535734312,2.0,TP,11.808232132843841,15370.905232132844,15335.480535734312,2.0,2021-08-26 00:05:00+00:00,15370.089,15370.089,68232,2.720773776147116,False,,,15359.097,first
2021-09-12 22:50:00+00:00,2021-09-13 01:20:00+00:00,LONG,VCLSMB,15478.119,15453.205815747771,-1.0,SL,24.913184252229257,15453.205815747771,15527.94536850446,-1.0,2021-09-12 22:45:00+00:00,15454.319,15454.319,73416,3.7106141740927776,False,,,15478.119,first
2021-10-04 23:20:00+00:00,2021-10-04 23:20:00+00:00,SHORT,VCLSMB,14500.279,14502.970114882542,-1.0,SL,2.691114882542024,14502.970114882542,14494.896770234916,-1.0,2021-10-04 23:15:00+00:00,14500.729,14500.729,79752,7.470382941811911,False,,,14500.279,first
2021-10-04 23:30:00+00:00,2021-10-04 23:30:00+00:00,SHORT,VCLSMB,14496.899,14503.026998036477,-1.0,SL,6.127998036477948,14503.026998036477,14484.643003927044,-1.0,2021-10-04 23:25:00+00:00,14500.729,14500.729,79752,7.659993454929666,False,,,14496.899,pullback
2021-10-20 22:15:00+00:00,2021-10-21 01:50:00+00:00,SHORT,VCLSMB,15359.119,15372.521967678771,-1.0,SL,13.402967678770437,15372.521967678771,15332.31306464246,-1.0,2021-10-20 22:10:00+00:00,15371.379,15371.379,84360,3.809892262566455,False,,,15359.119,first
2021-10-21 02:00:00+00:00,2021-10-21 02:05:00+00:00,SHORT,VCLSMB,15369.779,15373.334223255155,-1.0,SL,3.5552232551544876,15373.334223255155,15362.668553489691,-1.0,2021-10-21 01:55:00+00:00,15371.379,15371.379,84360,6.517410850515425,False,,,15369.779,pullback
2021-10-26 23:45:00+00:00,2021-10-26 23:45:00+00:00,SHORT,VCLSMB,15561.717,15572.40805405944,-1.0,SL,10.69105405943992,15572.40805405944,15540.33489188112,-1.0,2021-10-26 23:40:00+00:00,15570.469,15539.429,86092,6.463513531468296,False,,,15561.717,first
2021-10-26 23:55:00+00:00,2021-10-26 23:55:00+00:00,SHORT,VCLSMB,15571.789,15572.53932722472,-1.0,SL,0.7503272247195127,15572.53932722472,15570.288345550562,-1.0,2021-10-26 23:50:00+00:00,15570.469,15539.429,86092,6.901090749072278,False,,,15571.789,pullback
2021-11-16 23:20:00+00:00,2021-11-16 23:35:00+00:00,SHORT,VCLSMB,16293.299,16301.186176955744,-1.0,SL,7.887176955742689,16301.186176955744,16277.524646088516,-1.0,2021-11-16 23:15:00+00:00,16300.259,16300.259,92148,3.0905898524760995,False,,,16293.299,first
